,PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Cabin_no,Cabin_yes,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Age_scaled,Fare_scaled,TheOld,TheYoung,Child,Mother,Family_size,Cabin
323,324,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22,1,1,248738,29,1,0,0,0,1,0,1,0,1,0,-0.561373524,-0.064515725,0,1,0,0,2,
324,325,0,"Sage, Mr. George John Jr",10.86986696,8,2,CA. 2343,69.55,1,0,0,0,1,0,0,1,0,1,-1.37843998,0.75194584,0,0,1,0,10,
325,326,1,"Young, Miss. Marie Grice",36,0,0,PC 17760,135.6333,0,1,1,0,0,1,0,0,1,0,0.46637074,2.082512414,0,1,0,0,0,C32
326,327,0,"Nysveen, Mr. Johan Hansen",61,0,0,345364,6.2375,1,0,0,0,1,0,0,1,0,1,2.301628353,-0.522831542,1,0,0,0,0,
327,328,1,"Ball, Mrs. (Ada E Hall)",36,0,0,28551,13,0,1,0,0,1,0,1,0,1,0,0.46637074,-0.38667072,0,1,0,0,0,D
328,329,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,1,1,363291,20.525,1,0,0,0,1,0,0,1,1,0,0.099319217,-0.235157199,0,1,0,0,2,
329,330,1,"Hippach, Miss. Jean Gertrude",16,0,1,111361,57.9792,0,1,1,0,0,1,0,0,1,0,-1.001835351,0.518971402,0,1,0,0,1,B18
330,331,1,"McCoy, Miss. Agnes",23.31368333,2,0,367226,23.25,1,0,0,1,0,0,0,1,1,0,-0.46493563,-0.180290176,0,1,0,0,2,
331,332,0,"Partner, Mr. Austen",45.5,0,0,113043,28.5,0,1,0,0,1,1,0,0,0,1,1.163768633,-0.074583069,0,1,0,0,0,C124
332,333,0,"Graham, Mr. George Edward",38,0,1,PC 17582,153.4625,0,1,0,0,1,1,0,0,0,1,0.613191349,2.441497779,0,1,0,0,1,C91
333,334,0,"Vander Planke, Mr. Leo Edmondus",16,2,0,345764,18,1,0,0,0,1,0,0,1,0,1,-1.001835351,-0.285997284,0,1,0,0,2,
334,335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",31.42587794,1,0,PC 17611,133.65,1,0,0,0,1,1,0,0,1,0,0.130583046,2.042579289,0,1,0,0,1,
335,336,0,"Denkoff, Mr. Mitto",27.94720616,0,0,349225,7.8958,1,0,0,0,1,0,0,1,0,1,-0.124787308,-0.48944219,0,1,0,0,0,
336,337,0,"Pears, Mr. Thomas Clinton",29,1,0,113776,66.6,0,1,0,0,1,1,0,0,0,1,-0.047501392,0.692548513,0,1,0,0,1,C2
337,338,1,"Burns, Miss. Elizabeth Margaret",41,0,0,16966,134.5,0,1,1,0,0,1,0,0,1,0,0.833422262,2.059693773,0,1,0,0,0,E40
338,339,1,"Dahl, Mr. Karl Edwart",45,0,0,7598,8.05,1,0,0,0,1,0,0,1,0,1,1.127063481,-0.486337422,0,1,0,0,0,
339,340,0,"Blackwell, Mr. Stephen Weart",45,0,0,113784,35.5,0,1,0,0,1,1,0,0,0,1,1.127063481,0.066359742,0,1,0,0,0,T
340,341,1,"Navratil, Master. Edmond Roger",2,1,1,230080,26,0,1,0,0,1,0,1,0,0,1,-2.029579614,-0.124919787,0,0,1,0,2,F2
341,342,1,"Fortune, Miss. Alice Elizabeth",24,3,2,19950,263,0,1,0,0,1,1,0,0,1,0,-0.414552915,4.647001077,0,1,0,0,5,C23 C25 C27
342,343,0,"Collander, Mr. Erik Gustaf",28,0,0,248740,13,1,0,0,0,1,0,1,0,0,1,-0.120911696,-0.38667072,0,1,0,0,0,
343,344,0,"Sedgwick, Mr. Charles Frederick Waddington",25,0,0,244361,13,1,0,0,0,1,0,1,0,0,1,-0.34114261,-0.38667072,0,1,0,0,0,
344,345,0,"Fox, Mr. Stanley Hubert",36,0,0,229236,13,1,0,0,0,1,0,1,0,0,1,0.46637074,-0.38667072,0,1,0,0,0,
345,346,1,"Brown, Miss. Amelia ""Mildred""",24,0,0,248733,13,0,1,0,0,1,0,1,0,1,0,-0.414552915,-0.38667072,0,1,0,0,0,F33
346,347,1,"Smith, Miss. Marion Elsie",40,0,0,31418,13,1,0,0,0,1,0,1,0,1,0,0.760011958,-0.38667072,0,1,0,0,0,
347,348,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",26.68916849,1,0,386525,16.1,1,0,0,0,1,0,0,1,1,0,-0.217140237,-0.32425319,0,1,0,0,1,
348,349,1,"Coutts, Master. William Loch ""William""",3,1,1,C.A. 37671,15.9,1,0,0,0,1,0,0,1,0,1,-1.95616931,-0.328280127,0,0,1,0,2,
349,350,0,"Dimic, Mr. Jovan",42,0,0,315088,8.6625,1,0,0,0,1,0,0,1,0,1,0.906832567,-0.474004926,0,1,0,0,0,
350,351,0,"Odahl, Mr. Nils Martin",23,0,0,7267,9.225,1,0,0,0,1,0,0,1,0,1,-0.487963219,-0.462679164,0,1,0,0,0,
351,352,0,"Williams-Lambert, Mr. Fletcher Fellows",59.96916448,0,0,113510,35,0,1,0,0,1,1,0,0,0,1,2.225954404,0.056292398,1,0,0,0,0,C128
352,353,0,"Elias, Mr. Tannous",15,1,1,2695,7.2292,1,0,1,0,0,0,0,1,0,1,-1.075245655,-0.502863973,0,1,0,0,2,
353,354,0,"Arnold-Franchi, Mr. Josef",25,1,0,349237,17.8,1,0,0,0,1,0,0,1,0,1,-0.34114261,-0.290024222,0,1,0,0,1,
354,355,0,"Yousif, Mr. Wazli",29.51820514,0,0,2647,7.225,1,0,1,0,0,0,0,1,0,1,-0.009459795,-0.502948539,0,1,0,0,0,
355,356,0,"Vanden Steen, Mr. Leo Peter",28,0,0,345783,9.5,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.457142125,0,1,0,0,0,
356,357,1,"Bowerman, Miss. Elsie Edith",22,0,1,113505,55,0,1,0,0,1,1,0,0,1,0,-0.561373524,0.458986142,0,1,0,0,1,E33
357,358,0,"Funk, Miss. Annie Clemmer",38,0,0,237671,13,1,0,0,0,1,0,1,0,1,0,0.613191349,-0.38667072,0,1,0,0,0,
358,359,1,"McGovern, Miss. Mary",22.38011324,0,0,330931,7.8792,1,0,0,1,0,0,0,1,1,0,-0.533469295,-0.489776426,0,1,0,0,0,
359,360,1,"Mockler, Miss. Helen Mary ""Ellie""",22.38011324,0,0,330980,7.8792,1,0,0,1,0,0,0,1,1,0,-0.533469295,-0.489776426,0,1,0,0,0,
360,361,0,"Skoog, Mr. Wilhelm",40,1,4,347088,27.9,1,0,0,0,1,0,0,1,0,1,0.760011958,-0.086663881,0,1,0,0,5,
361,362,0,"del Carlo, Mr. Sebastiano",29,1,0,SC/PARIS 2167,27.7208,1,0,1,0,0,0,1,0,0,1,-0.047501392,-0.090272017,0,1,0,0,1,
362,363,0,"Barbara, Mrs. (Catherine David)",45,0,1,2691,14.4542,1,0,1,0,0,0,0,1,1,0,1.127063481,-0.357390858,0,1,0,0,1,
363,364,0,"Asim, Mr. Adola",35,0,0,SOTON/O.Q. 3101310,7.05,1,0,0,0,1,0,0,1,0,1,0.392960435,-0.506472109,0,1,0,0,0,
364,365,0,"O'Brien, Mr. Thomas",33.12898535,1,0,370365,15.5,1,0,0,1,0,0,0,1,0,1,0.25560868,-0.336334002,0,1,0,0,1,
365,366,0,"Adahl, Mr. Mauritz Nils Martin",30,0,0,C 7076,7.25,1,0,0,0,1,0,0,1,0,1,0.025908913,-0.502445171,0,1,0,0,0,
366,367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60,1,0,110813,75.25,0,1,1,0,0,1,0,0,1,0,2.228218048,0.866713557,1,0,0,0,1,D37
367,368,1,"Moussa, Mrs. (Mantoura Boulos)",22.87630686,0,0,2626,7.2292,1,0,1,0,0,0,0,1,1,0,-0.49704357,-0.502863973,0,1,0,0,0,
368,369,1,"Jermyn, Miss. Annie",35.2958243,0,0,14313,7.75,1,0,0,1,0,0,0,1,1,0,0.414676987,-0.492377828,0,1,0,0,0,
369,370,1,"Aubart, Mme. Leontine Pauline",24,0,0,PC 17477,69.3,0,1,1,0,0,1,0,0,1,0,-0.414552915,0.746912168,0,1,0,0,0,B35
370,371,1,"Harder, Mr. George Achilles",25,1,0,11765,55.4417,0,1,1,0,0,1,0,0,0,1,-0.34114261,0.467879633,0,1,0,0,1,E50
371,372,0,"Wiklund, Mr. Jakob Alfred",18,1,0,3101267,6.4958,1,0,0,0,1,0,0,1,0,1,-0.855014742,-0.517630753,0,1,0,0,1,
372,373,0,"Beavan, Mr. William Thomas",19,0,0,323951,8.05,1,0,0,0,1,0,0,1,0,1,-0.781604437,-0.486337422,0,1,0,0,0,
373,374,0,"Ringhini, Mr. Sante",22,0,0,PC 17760,135.6333,1,0,1,0,0,1,0,0,0,1,-0.561373524,2.082512414,0,1,0,0,0,
374,375,0,"Palsson, Miss. Stina Viola",3,3,1,349909,21.075,1,0,0,0,1,0,0,1,1,0,-1.95616931,-0.224083121,0,0,1,0,4,
375,376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",31.94479345,1,0,PC 17604,82.1708,1,0,1,0,0,1,0,0,1,0,0.168676792,1.0060617,0,1,0,0,1,
376,377,1,"Landergren, Miss. Aurora Adelia",22,0,0,C 7077,7.25,1,0,0,0,1,0,0,1,1,0,-0.561373524,-0.502445171,0,1,0,0,0,
377,378,0,"Widener, Mr. Harry Elkins",27,0,2,113503,211.5,0,1,1,0,0,1,0,0,0,1,-0.194322001,3.610064686,0,1,0,0,2,C82
378,379,0,"Betros, Mr. Tannous",20,0,0,2648,4.0125,1,0,1,0,0,0,0,1,0,1,-0.708194133,-0.567631221,0,1,0,0,0,
379,380,0,"Gustafsson, Mr. Karl Gideon",19,0,0,347069,7.775,1,0,0,0,1,0,0,1,0,1,-0.781604437,-0.491874461,0,1,0,0,0,
380,381,1,"Bidois, Miss. Rosalie",42,0,0,PC 17757,227.525,1,0,1,0,0,1,0,0,1,0,0.906832567,3.932723049,0,1,0,0,0,
381,382,1,"Nakid, Miss. Maria (""Mary"")",1,0,2,2653,15.7417,1,0,1,0,0,0,0,1,1,0,-2.102989919,-0.331467448,0,0,1,0,2,
382,383,0,"Tikkanen, Mr. Juho",32,0,0,STON/O 2. 3101293,7.925,1,0,0,0,1,0,0,1,0,1,0.172729522,-0.488854258,0,1,0,0,0,
383,384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,1,0,113789,52,1,0,0,0,1,1,0,0,1,0,0.392960435,0.39858208,0,1,0,0,1,
384,385,0,"Plotcharsky, Mr. Vasil",27.94720616,0,0,349227,7.8958,1,0,0,0,1,0,0,1,0,1,-0.124787308,-0.48944219,0,1,0,0,0,
385,386,0,"Davies, Mr. Charles Henry",18,0,0,S.O.C. 14879,73.5,1,0,0,0,1,0,1,0,0,1,-0.855014742,0.831477855,0,1,0,0,0,
386,387,0,"Goodwin, Master. Sidney Leonard",1,5,2,CA 2144,46.9,1,0,0,0,1,0,0,1,0,1,-2.102989919,0.295895176,0,0,1,0,7,
387,388,1,"Buss, Miss. Kate",36,0,0,27849,13,1,0,0,0,1,0,1,0,1,0,0.46637074,-0.38667072,0,1,0,0,0,
388,389,0,"Sadlier, Mr. Matthew",19.89558113,0,0,367655,7.7292,1,0,0,1,0,0,0,1,0,1,-0.715859554,-0.492796629,0,1,0,0,0,
389,390,1,"Lehmann, Miss. Bertha",17,0,0,SC 1748,12,1,0,1,0,0,0,1,0,1,0,-0.928425046,-0.406805407,0,1,0,0,0,
390,391,1,"Carter, Mr. William Ernest",36,1,2,113760,120,0,1,0,0,1,1,0,0,0,1,0.46637074,1.767740809,0,1,0,0,3,B96 B98
391,392,1,"Jansson, Mr. Carl Olof",21,0,0,350034,7.7958,1,0,0,0,1,0,0,1,0,1,-0.634783828,-0.491455659,0,1,0,0,0,
392,393,0,"Gustafsson, Mr. Johan Birger",28,2,0,3101277,7.925,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.488854258,0,1,0,0,2,
393,394,1,"Newell, Miss. Marjorie",23,1,0,35273,113.275,0,1,1,0,0,1,0,0,1,0,-0.487963219,1.632335038,0,1,0,0,1,D36
394,395,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24,0,2,PP 9549,16.7,0,1,0,0,1,0,0,1,1,0,-0.414552915,-0.312172378,0,1,0,1,2,G6
395,396,0,"Johansson, Mr. Erik",22,0,0,350052,7.7958,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.491455659,0,1,0,0,0,
396,397,0,"Olsson, Miss. Elina",31,0,0,350407,7.8542,1,0,0,0,1,0,0,1,1,0,0.099319217,-0.490279793,0,1,0,0,0,
397,398,0,"McKane, Mr. Peter David",46,0,0,28403,26,1,0,0,0,1,0,1,0,0,1,1.200473785,-0.124919787,0,1,0,0,0,
398,399,0,"Pain, Dr. Alfred",23,0,0,244278,10.5,1,0,0,0,1,0,1,0,0,1,-0.487963219,-0.437007438,0,1,0,0,0,
399,400,1,"Trout, Mrs. William H (Jessie L)",28,0,0,240929,12.65,1,0,0,0,1,0,1,0,1,0,-0.120911696,-0.393717861,0,1,0,0,0,
400,401,1,"Niskanen, Mr. Juha",39,0,0,STON/O 2. 3101289,7.925,1,0,0,0,1,0,0,1,0,1,0.686601653,-0.488854258,0,1,0,0,0,
401,402,0,"Adams, Mr. John",26,0,0,341826,8.05,1,0,0,0,1,0,0,1,0,1,-0.267732305,-0.486337422,0,1,0,0,0,
402,403,0,"Jussila, Miss. Mari Aina",21,1,0,4137,9.825,1,0,0,0,1,0,0,1,1,0,-0.634783828,-0.450598352,0,1,0,0,1,
403,404,0,"Hakkarainen, Mr. Pekka Pietari",28,1,0,STON/O2. 3101279,15.85,1,0,0,0,1,0,0,1,0,1,-0.120911696,-0.329286862,0,1,0,0,1,
404,405,0,"Oreskovic, Miss. Marija",20,0,0,315096,8.6625,1,0,0,0,1,0,0,1,1,0,-0.708194133,-0.474004926,0,1,0,0,0,
405,406,0,"Gale, Mr. Shadrach",34,1,0,28664,21,1,0,0,0,1,0,1,0,0,1,0.319550131,-0.225593223,0,1,0,0,1,
406,407,0,"Widegren, Mr. Carl/Charles Peter",51,0,0,347064,7.75,1,0,0,0,1,0,0,1,0,1,1.567525308,-0.492377828,1,0,0,0,0,
407,408,1,"Richards, Master. William Rowe",3,1,1,29106,18.75,1,0,0,0,1,0,1,0,0,1,-1.95616931,-0.270896269,0,0,1,0,2,
408,409,0,"Birkeland, Mr. Hans Martin Monsen",21,0,0,312992,7.775,1,0,0,0,1,0,0,1,0,1,-0.634783828,-0.491874461,0,1,0,0,0,
409,410,0,"Lefebre, Miss. Ida",7.309547042,3,1,4133,25.4667,1,0,0,0,1,0,0,1,1,0,-1.639804149,-0.135657615,0,0,1,0,4,
410,411,0,"Sdycoff, Mr. Todor",27.94720616,0,0,349222,7.8958,1,0,0,0,1,0,0,1,0,1,-0.124787308,-0.48944219,0,1,0,0,0,
411,412,0,"Hart, Mr. Henry",20.68131488,0,0,394140,6.8583,1,0,0,1,0,0,0,1,0,1,-0.6581786,-0.510331928,0,1,0,0,0,
412,413,1,"Minahan, Miss. Daisy E",33,1,0,19928,90,0,1,0,1,0,1,0,0,1,0,0.246139826,1.163700193,0,1,0,0,1,C78
413,414,0,"Cunningham, Mr. Alfred Fleming",35.0479118,0,0,239853,0,1,0,0,0,1,0,1,0,0,1,0.396477655,-0.648421654,0,1,0,0,0,
414,415,1,"Sundman, Mr. Johan Julian",44,0,0,STON/O 2. 3101269,7.925,1,0,0,0,1,0,0,1,0,1,1.053653176,-0.488854258,0,1,0,0,0,
415,416,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",30.70572678,0,0,343095,8.05,1,0,0,0,1,0,0,1,1,0,0.07771653,-0.486337422,0,1,0,0,0,
416,417,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34,1,1,28220,32.5,1,0,0,0,1,0,1,0,1,0,0.319550131,0.00595568,0,1,0,0,2,
417,418,1,"Silven, Miss. Lyyli Karoliina",18,0,2,250652,13,1,0,0,0,1,0,1,0,1,0,-0.855014742,-0.38667072,0,1,0,0,2,
418,419,0,"Matthews, Mr. William John",30,0,0,28228,13,1,0,0,0,1,0,1,0,0,1,0.025908913,-0.38667072,0,1,0,0,0,
419,420,0,"Van Impe, Miss. Catharina",10,0,2,345773,24.15,1,0,0,0,1,0,0,1,1,0,-1.442297178,-0.162168958,0,0,1,0,2,
420,421,0,"Gheorgheff, Mr. Stanio",27.94720616,0,0,349254,7.8958,1,0,1,0,0,0,0,1,0,1,-0.124787308,-0.48944219,0,1,0,0,0,
421,422,0,"Charters, Mr. David",21,0,0,A/5. 13032,7.7333,1,0,0,1,0,0,0,1,0,1,-0.634783828,-0.492714077,0,1,0,0,0,
422,423,0,"Zimmerman, Mr. Leo",29,0,0,315082,7.875,1,0,0,0,1,0,0,1,0,1,-0.047501392,-0.489860992,0,1,0,0,0,
423,424,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28,1,1,347080,14.4,1,0,0,0,1,0,0,1,1,0,-0.120911696,-0.358482158,0,1,0,0,2,
424,425,0,"Rosblom, Mr. Viktor Richard",18,1,1,370129,20.2125,1,0,0,0,1,0,0,1,0,1,-0.855014742,-0.241449289,0,1,0,0,2,
425,426,0,"Wiseman, Mr. Phillippe",29.78279613,0,0,A/4. 34244,7.25,1,0,0,0,1,0,0,1,0,1,0.00996391,-0.502445171,0,1,0,0,0,
426,427,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28,1,0,2003,26,1,0,0,0,1,0,1,0,1,0,-0.120911696,-0.124919787,0,1,0,0,1,
427,428,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19,0,0,250655,26,1,0,0,0,1,0,1,0,1,0,-0.781604437,-0.124919787,0,1,0,0,0,
428,429,0,"Flynn, Mr. James",35.2958243,0,0,364851,7.75,1,0,0,1,0,0,0,1,0,1,0.414676987,-0.492377828,0,1,0,0,0,
429,430,1,"Pickard, Mr. Berk (Berk Trembisky)",32,0,0,SOTON/O.Q. 392078,8.05,0,1,0,0,1,0,0,1,0,1,0.172729522,-0.486337422,0,1,0,0,0,E10
430,431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28,0,0,110564,26.55,0,1,0,0,1,1,0,0,0,1,-0.120911696,-0.113845709,0,1,0,0,0,C52
431,432,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",26.68916849,1,0,376564,16.1,1,0,0,0,1,0,0,1,1,0,-0.217140237,-0.32425319,0,1,0,0,1,
432,433,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42,1,0,SC/AH 3085,26,1,0,0,0,1,0,1,0,1,0,0.906832567,-0.124919787,0,1,0,0,1,
433,434,0,"Kallio, Mr. Nikolai Erland",17,0,0,STON/O 2. 3101274,7.125,1,0,0,0,1,0,0,1,0,1,-0.928425046,-0.504962007,0,1,0,0,0,
434,435,0,"Silvey, Mr. William Baird",50,1,0,13507,55.9,0,1,0,0,1,1,0,0,0,1,1.494115003,0.47710736,1,0,0,0,1,E44
435,436,1,"Carter, Miss. Lucile Polk",14,1,2,113760,120,0,1,0,0,1,1,0,0,1,0,-1.14865596,1.767740809,0,1,0,0,3,B96 B98
436,437,0,"Ford, Miss. Doolina Margaret ""Daisy""",21,2,2,W./C. 6608,34.375,1,0,0,0,1,0,0,1,1,0,-0.634783828,0.043708218,0,1,0,0,4,
437,438,1,"Richards, Mrs. Sidney (Emily Hocking)",24,2,3,29106,18.75,1,0,0,0,1,0,1,0,1,0,-0.414552915,-0.270896269,0,1,0,1,5,
438,439,0,"Fortune, Mr. Mark",64,1,4,19950,263,0,1,0,0,1,1,0,0,0,1,2.521859267,4.647001077,1,0,0,0,5,C23 C25 C27
439,440,0,"Kvillner, Mr. Johan Henrik Johannesson",31,0,0,C.A. 18723,10.5,1,0,0,0,1,0,1,0,0,1,0.099319217,-0.437007438,0,1,0,0,0,
440,441,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45,1,1,F.C.C. 13529,26.25,1,0,0,0,1,0,1,0,1,0,1.127063481,-0.119886115,0,1,0,0,2,
441,442,0,"Hampe, Mr. Leon",20,0,0,345769,9.5,1,0,0,0,1,0,0,1,0,1,-0.708194133,-0.457142125,0,1,0,0,0,
442,443,0,"Petterson, Mr. Johan Emil",25,1,0,347076,7.775,1,0,0,0,1,0,0,1,0,1,-0.34114261,-0.491874461,0,1,0,0,1,
443,444,1,"Reynaldo, Ms. Encarnacion",28,0,0,230434,13,1,0,0,0,1,0,1,0,1,0,-0.120911696,-0.38667072,0,1,0,0,0,
444,445,1,"Johannesen-Bratthammer, Mr. Bernt",23.47643239,0,0,65306,8.1125,1,0,0,0,1,0,0,1,0,1,-0.452988172,-0.485079004,0,1,0,0,0,
445,446,1,"Dodge, Master. Washington",4,0,2,33638,81.8583,0,1,0,0,1,1,0,0,0,1,-1.882759005,0.999769611,0,0,1,0,2,A34
446,447,1,"Mellinger, Miss. Madeleine Violet",13,0,1,250644,19.5,1,0,0,0,1,0,1,0,1,0,-1.222066264,-0.255795253,0,1,0,0,1,
447,448,1,"Seward, Mr. Frederic Kimber",34,0,0,113794,26.55,1,0,0,0,1,1,0,0,0,1,0.319550131,-0.113845709,0,1,0,0,0,
448,449,1,"Baclini, Miss. Marie Catherine",5,2,1,2666,19.2583,1,0,1,0,0,0,0,1,1,0,-1.809348701,-0.260661807,0,0,1,0,3,
449,450,1,"Peuchen, Major. Arthur Godfrey",52,0,0,113786,30.5,0,1,0,0,1,1,0,0,0,1,1.640935612,-0.034313694,1,0,0,0,0,C104
450,451,0,"West, Mr. Edwy Arthur",36,1,2,C.A. 34651,27.75,1,0,0,0,1,0,1,0,0,1,0.46637074,-0.089684084,0,1,0,0,3,
451,452,0,"Hagland, Mr. Ingvald Olai Olsen",24.10899881,1,0,65303,19.9667,1,0,0,0,1,0,0,1,0,1,-0.406551279,-0.246398395,0,1,0,0,1,
452,453,0,"Foreman, Mr. Benjamin Laventall",30,0,0,113051,27.75,0,1,1,0,0,1,0,0,0,1,0.025908913,-0.089684084,0,1,0,0,0,C111
453,454,1,"Goldenberg, Mr. Samuel L",49,1,0,17453,89.1042,0,1,1,0,0,1,0,0,0,1,1.420704699,1.14566354,0,1,0,0,1,C92
454,455,0,"Peduzzi, Mr. Joseph",30.70572678,0,0,A/5 2817,8.05,1,0,0,0,1,0,0,1,0,1,0.07771653,-0.486337422,0,1,0,0,0,
455,456,1,"Jalsevac, Mr. Ivan",29,0,0,349240,7.8958,1,0,1,0,0,0,0,1,0,1,-0.047501392,-0.48944219,0,1,0,0,0,
456,457,0,"Millet, Mr. Francis Davis",65,0,0,13509,26.55,0,1,0,0,1,1,0,0,0,1,2.595269571,-0.113845709,1,0,0,0,0,E38
457,458,1,"Kenyon, Mrs. Frederick R (Marion)",44.07935161,1,0,17464,51.8625,0,1,0,0,1,1,0,0,1,0,1.059478402,0.395813561,0,1,0,0,1,D21
458,459,1,"Toomey, Miss. Ellen",50,0,0,F.C.C. 13531,10.5,1,0,0,0,1,0,1,0,1,0,1.494115003,-0.437007438,1,0,0,0,0,
459,460,0,"O'Connor, Mr. Maurice",35.2958243,0,0,371060,7.75,1,0,0,1,0,0,0,1,0,1,0.414676987,-0.492377828,0,1,0,0,0,
460,461,1,"Anderson, Mr. Harry",48,0,0,19952,26.55,0,1,0,0,1,1,0,0,0,1,1.347294394,-0.113845709,0,1,0,0,0,E12
461,462,0,"Morley, Mr. William",34,0,0,364506,8.05,1,0,0,0,1,0,0,1,0,1,0.319550131,-0.486337422,0,1,0,0,0,
462,463,0,"Gee, Mr. Arthur H",47,0,0,111320,38.5,0,1,0,0,1,1,0,0,0,1,1.27388409,0.126763803,0,1,0,0,0,E63
463,464,0,"Milling, Mr. Jacob Christian",48,0,0,234360,13,1,0,0,0,1,0,1,0,0,1,1.347294394,-0.38667072,0,1,0,0,0,
464,465,0,"Maisner, Mr. Simon",30.70572678,0,0,A/S 2816,8.05,1,0,0,0,1,0,0,1,0,1,0.07771653,-0.486337422,0,1,0,0,0,
465,466,0,"Goncalves, Mr. Manuel Estanslas",38,0,0,SOTON/O.Q. 3101306,7.05,1,0,0,0,1,0,0,1,0,1,0.613191349,-0.506472109,0,1,0,0,0,
466,467,0,"Campbell, Mr. William",35.0479118,0,0,239853,0,1,0,0,0,1,0,1,0,0,1,0.396477655,-0.648421654,0,1,0,0,0,
467,468,0,"Smart, Mr. John Montgomery",56,0,0,113792,26.55,1,0,0,0,1,1,0,0,0,1,1.93457683,-0.113845709,1,0,0,0,0,
468,469,0,"Scanlan, Mr. James",19.89558113,0,0,36209,7.725,1,0,0,1,0,0,0,1,0,1,-0.715859554,-0.492881195,0,1,0,0,0,
469,470,1,"Baclini, Miss. Helene Barbara",0.75,2,1,2666,19.2583,1,0,1,0,0,0,0,1,1,0,-2.121342495,-0.260661807,0,0,1,0,3,
470,471,0,"Keefe, Mr. Arthur",29.78279613,0,0,323592,7.25,1,0,0,0,1,0,0,1,0,1,0.00996391,-0.502445171,0,1,0,0,0,
471,472,0,"Cacic, Mr. Luka",38,0,0,315089,8.6625,1,0,0,0,1,0,0,1,0,1,0.613191349,-0.474004926,0,1,0,0,0,
472,473,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",33,1,2,C.A. 34651,27.75,1,0,0,0,1,0,1,0,1,0,0.246139826,-0.089684084,0,1,0,1,3,
473,474,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23,0,0,SC/AH Basle 541,13.7917,0,1,1,0,0,0,1,0,1,0,-0.487963219,-0.370730088,0,1,0,0,0,D
474,475,0,"Strandberg, Miss. Ida Sofia",22,0,0,7553,9.8375,1,0,0,0,1,0,0,1,1,0,-0.561373524,-0.450346668,0,1,0,0,0,
475,476,0,"Clifford, Mr. George Quincy",44.63850972,0,0,110465,52,0,1,0,0,1,1,0,0,0,1,1.100526369,0.39858208,0,1,0,0,0,A14
476,477,0,"Renouf, Mr. Peter Henry",34,1,0,31027,21,1,0,0,0,1,0,1,0,0,1,0.319550131,-0.225593223,0,1,0,0,1,
477,478,0,"Braund, Mr. Lewis Richard",29,1,0,3460,7.0458,1,0,0,0,1,0,0,1,0,1,-0.047501392,-0.506556675,0,1,0,0,1,
478,479,0,"Karlsson, Mr. Nils August",22,0,0,350060,7.5208,1,0,0,0,1,0,0,1,0,1,-0.561373524,-0.496992698,0,1,0,0,0,
479,480,1,"Hirvonen, Miss. Hildur E",2,0,1,3101298,12.2875,1,0,0,0,1,0,0,1,1,0,-2.029579614,-0.401016685,0,0,1,0,1,
480,481,0,"Goodwin, Master. Harold Victor",9,5,2,CA 2144,46.9,1,0,0,0,1,0,0,1,0,1,-1.515707482,0.295895176,0,0,1,0,7,
481,482,0,"Frost, Mr. Anthony Wood ""Archie""",35.0479118,0,0,239854,0,1,0,0,0,1,0,1,0,0,1,0.396477655,-0.648421654,0,1,0,0,0,
482,483,0,"Rouse, Mr. Richard Henry",50,0,0,A/5 3594,8.05,1,0,0,0,1,0,0,1,0,1,1.494115003,-0.486337422,1,0,0,0,0,
483,484,1,"Turkula, Mrs. (Hedwig)",63,0,0,4134,9.5875,1,0,0,0,1,0,0,1,1,0,2.448448962,-0.45538034,1,0,0,0,0,
484,485,1,"Bishop, Mr. Dickinson H",25,1,0,11967,91.0792,0,1,1,0,0,1,0,0,0,1,-0.34114261,1.185429548,0,1,0,0,1,B49
485,486,0,"Lefebre, Miss. Jeannie",7.309547042,3,1,4133,25.4667,1,0,0,0,1,0,0,1,1,0,-1.639804149,-0.135657615,0,0,1,0,4,
